cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858427,0.000094,42.224037,281.493577
II,0.814918,0.000089,40.083920,267.226131
III,0.286099,0.000031,14.072542,93.816945
IV,0.150580,0.000016,7.406657,49.377712
