proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8050,7555,2933,2050
2,10000,8110,7645,3080,2098
3,10000,8602,8175,2891,1513
4,10000,8566,8122,2827,1496
5,10000,8876,8467,2935,2059
6,10000,8832,8422,2977,2133
