process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,423.979702,2826.531350
pass_cut_i_bjet,852,832,854,873,896,897,364.781356,2431.875705
pass_cut_ii_met,812,786,842,860,888,879,358.048010,2386.986734
pass_cut_iii_same_sign_dilepton,276,266,209,226,155,142,94.499083,629.993884
pass_cut_iv_mll,227,219,165,162,144,128,72.237098,481.580651
pass_cut_i_bjet_frac,0.852000,0.832000,0.854000,0.873000,0.896000,0.897000,0.860375,0.860375
pass_cut_ii_met_frac,0.812000,0.786000,0.842000,0.860000,0.888000,0.879000,0.844493,0.844493
pass_cut_iii_same_sign_dilepton_frac,0.276000,0.266000,0.209000,0.226000,0.155000,0.142000,0.222886,0.222886
pass_cut_iv_mll_frac,0.227000,0.219000,0.165000,0.162000,0.144000,0.128000,0.170379,0.170379
