cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846721,0.000425,191.381811,1275.878737
II,0.800001,0.000402,180.821811,1205.478739
III,0.281957,0.000142,63.729987,424.866578
IV,0.135841,0.000068,30.703629,204.690857
