proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8048,7601,2973,1957
2,10000,8135,7656,3033,1975
3,10000,8465,7994,2754,1314
4,10000,8470,8007,2892,1407
5,10000,8811,8395,2841,1939
6,10000,8760,8330,2885,1968
