proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8072,7581,2967,2032
2,10000,8103,7626,3080,2046
3,10000,8400,8005,2863,1377
4,10000,8509,8072,2910,1422
5,10000,8828,8429,2920,2003
6,10000,8833,8405,2945,2086
