cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.845126,0.000425,191.417927,1276.119515
II,0.803638,0.000404,182.021061,1213.473743
III,0.288528,0.000145,65.350541,435.670271
IV,0.139865,0.000070,31.678831,211.192207
