cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848670,0.000193,86.927492,579.516616
II,0.808878,0.000184,82.851632,552.344212
III,0.291869,0.000066,29.895544,199.303629
IV,0.161074,0.000037,16.498480,109.989866
