cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855742,0.000156,70.221241,468.141606
II,0.813628,0.000148,66.765394,445.102629
III,0.289793,0.000053,23.780098,158.533984
IV,0.146967,0.000027,12.059985,80.399897
