proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7969,7481,2902,1913
2,10000,8084,7618,3092,2036
3,10000,8414,7947,2874,1366
4,10000,8518,8035,2851,1281
5,10000,8794,8376,2974,1981
6,10000,8801,8365,2869,1913
