cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846327,0.000483,217.565797,1450.438645
II,0.798866,0.000456,205.364942,1369.099611
III,0.286312,0.000164,73.602422,490.682812
IV,0.132587,0.000076,34.084203,227.228022
