cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.820203,0.000990,445.506509,2970.043394
II,0.778724,0.000940,422.976466,2819.843110
III,0.269893,0.000326,146.596867,977.312447
IV,0.121033,0.000146,65.741036,438.273571
