process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,543.166289,3621.108595
pass_cut_i_bjet,782,797,814,827,821,818,445.506509,2970.043394
pass_cut_ii_met,740,754,773,785,793,780,422.976466,2819.843110
pass_cut_iii_same_sign_dilepton,307,305,267,273,287,272,146.596867,977.312447
pass_cut_iv_mll,200,173,132,109,185,163,65.741036,438.273571
pass_cut_i_bjet_frac,0.782000,0.797000,0.814000,0.827000,0.821000,0.818000,0.820203,0.820203
pass_cut_ii_met_frac,0.740000,0.754000,0.773000,0.785000,0.793000,0.780000,0.778724,0.778724
pass_cut_iii_same_sign_dilepton_frac,0.307000,0.305000,0.267000,0.273000,0.287000,0.272000,0.269893,0.269893
pass_cut_iv_mll_frac,0.200000,0.173000,0.132000,0.109000,0.185000,0.163000,0.121033,0.121033
