cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847611,0.000187,83.970604,559.804028
II,0.805694,0.000177,79.817998,532.119984
III,0.282065,0.000062,27.943433,186.289551
IV,0.144405,0.000032,14.305816,95.372104
