cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.862986,0.002372,1067.279189,7115.194593
II,0.836655,0.002299,1034.714304,6898.095361
III,0.280793,0.000772,347.264690,2315.097932
IV,0.180870,0.000497,223.687261,1491.248409
