cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.864177,0.002279,1025.743226,6838.288171
II,0.841752,0.002220,999.125666,6660.837776
III,0.255106,0.000673,302.800698,2018.671323
IV,0.188093,0.000496,223.259307,1488.395380
