cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851301,0.000209,93.847078,625.647187
II,0.806832,0.000198,88.944869,592.965794
III,0.282821,0.000069,31.178085,207.853899
IV,0.150632,0.000037,16.605565,110.703766
