proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8002,7517,2936,2043
2,10000,8145,7686,3048,2119
3,10000,8486,8021,2769,1469
4,10000,8560,8139,2888,1526
5,10000,8855,8465,2948,2131
6,10000,8843,8457,2937,2102
