proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8057,7596,2990,1987
2,10000,8081,7587,3055,1989
3,10000,8480,8031,2694,1299
4,10000,8459,7985,2879,1388
5,10000,8746,8304,2824,1873
6,10000,8750,8318,2864,1911
