cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846978,0.000616,277.192208,1847.948055
II,0.800888,0.000582,262.108392,1747.389282
III,0.278210,0.000202,91.050369,607.002462
IV,0.134171,0.000098,43.910306,292.735374
