cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.835972,0.000319,143.682026,957.880177
II,0.793926,0.000303,136.455465,909.703101
III,0.292555,0.000112,50.282738,335.218252
IV,0.177604,0.000068,30.525508,203.503386
