proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8024,7530,2951,2086
2,10000,8158,7715,3106,2145
3,10000,8556,8174,2922,1555
4,10000,8503,8113,2848,1517
5,10000,8855,8500,2889,2080
6,10000,8825,8481,2954,2127
