cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846305,0.000468,210.453346,1403.022307
II,0.806440,0.000446,200.540053,1336.933685
III,0.290825,0.000161,72.320332,482.135549
IV,0.162560,0.000090,40.424284,269.495230
