cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865448,0.000673,303.033774,2020.225161
II,0.834024,0.000649,292.030551,1946.870338
III,0.285595,0.000222,100.000121,666.667474
IV,0.186711,0.000145,65.376330,435.842200
