process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,350.146523,2334.310152
pass_cut_i_bjet,811,819,873,858,900,913,303.033774,2020.225161
pass_cut_ii_met,754,775,838,831,864,887,292.030551,1946.870338
pass_cut_iii_same_sign_dilepton,280,293,295,275,274,304,100.000121,666.667474
pass_cut_iv_mll,205,218,194,178,225,243,65.376330,435.842200
pass_cut_i_bjet_frac,0.811000,0.819000,0.873000,0.858000,0.900000,0.913000,0.865448,0.865448
pass_cut_ii_met_frac,0.754000,0.775000,0.838000,0.831000,0.864000,0.887000,0.834024,0.834024
pass_cut_iii_same_sign_dilepton_frac,0.280000,0.293000,0.295000,0.275000,0.274000,0.304000,0.285595,0.285595
pass_cut_iv_mll_frac,0.205000,0.218000,0.194000,0.178000,0.225000,0.243000,0.186711,0.186711
