proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8052,7597,3017,1953
2,10000,8135,7630,3086,1943
3,10000,8448,7983,2847,1324
4,10000,8479,8007,2847,1332
5,10000,8751,8338,2864,1897
6,10000,8716,8271,2914,1927
