cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846261,0.000501,225.505742,1503.371611
II,0.799427,0.000473,213.025806,1420.172040
III,0.284709,0.000169,75.867201,505.781341
IV,0.132808,0.000079,35.389636,235.930906
