proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8082,7597,2883,1997
2,10000,8124,7663,3166,2173
3,10000,8609,8244,2876,1512
4,10000,8587,8187,2953,1548
5,10000,8857,8478,2974,2139
6,10000,8890,8535,2941,2160
