cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839200,0.000583,262.209296,1748.061977
II,0.795773,0.000553,248.640485,1657.603232
III,0.281997,0.000196,88.110339,587.402261
IV,0.132084,0.000092,41.269888,275.132586
