cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847488,0.001173,527.919935,3519.466234
II,0.792508,0.001097,493.671677,3291.144513
III,0.290682,0.000402,181.072841,1207.152276
IV,0.143085,0.000198,89.130975,594.206501
