process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,3.075000e+02,1.000000e+00,8.426120e-08,2.912878e-10,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,3.075000e+02,1.000000e+00,7.629730e-08,2.650685e-10,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,3.075000e+02,1.000000e+00,1.280143e-04,4.425385e-07,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,3.075000e+02,1.000000e+00,1.150816e-04,3.857300e-07,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,3.075000e+02,1.000000e+00,3.983021e-10,1.407806e-12,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,3.075000e+02,1.000000e+00,3.715847e-10,1.313357e-12,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
