process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,318.410712,2122.738081
pass_cut_i_bjet,815,798,874,859,908,900,275.503541,1836.690273
pass_cut_ii_met,777,757,854,842,883,886,269.366949,1795.779658
pass_cut_iii_same_sign_dilepton,292,274,241,252,214,194,78.716382,524.775878
pass_cut_iv_mll,248,221,173,165,179,160,54.573288,363.821923
pass_cut_i_bjet_frac,0.815000,0.798000,0.874000,0.859000,0.908000,0.900000,0.865246,0.865246
pass_cut_ii_met_frac,0.777000,0.757000,0.854000,0.842000,0.883000,0.886000,0.845973,0.845973
pass_cut_iii_same_sign_dilepton_frac,0.292000,0.274000,0.241000,0.252000,0.214000,0.194000,0.247216,0.247216
pass_cut_iv_mll_frac,0.248000,0.221000,0.173000,0.165000,0.179000,0.160000,0.171393,0.171393
