cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.865246,0.000612,275.503541,1836.690273
II,0.845973,0.000599,269.366949,1795.779658
III,0.247216,0.000175,78.716382,524.775878
IV,0.171393,0.000121,54.573288,363.821923
