proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8066,7588,2977,1889
2,10000,8021,7512,3055,1938
3,10000,8376,7904,2786,1330
4,10000,8457,8028,2879,1360
5,10000,8710,8266,2885,1859
6,10000,8709,8237,2852,1868
