cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.841424,0.000524,235.643540,1570.956936
II,0.796261,0.000496,222.995418,1486.636120
III,0.283017,0.000176,79.259687,528.397916
IV,0.134447,0.000084,37.652198,251.014652
