cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.834082,0.000091,40.880604,272.537361
II,0.790931,0.000086,38.765623,258.437488
III,0.291565,0.000032,14.290384,95.269228
IV,0.181073,0.000020,8.874875,59.165832
