proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8146,7676,2978,2063
2,10000,8069,7575,2970,2056
3,10000,8557,8176,2855,1575
4,10000,8591,8209,2859,1545
5,10000,8873,8559,2798,2099
6,10000,8917,8579,2800,2087
