proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8029,7551,2934,1970
2,10000,8138,7650,3111,2067
3,10000,8493,8079,2865,1461
4,10000,8510,8098,2863,1481
5,10000,8838,8463,2855,2013
6,10000,8829,8484,2853,2032
