cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.827108,1.982090,891940.708358,5946271.389054
II,0.781986,1.873959,843281.772529,5621878.483527
III,0.294916,0.706739,318032.672332,2120217.815546
IV,0.177543,0.425466,191459.790762,1276398.605081
