proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8059,7625,2903,2060
2,10000,8154,7673,3025,2104
3,10000,8542,8140,2839,1519
4,10000,8601,8213,2935,1547
5,10000,8872,8548,2833,2149
6,2794,2462,2370,805,590
