cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846880,0.000759,341.544579,2276.963858
II,0.825223,0.000740,332.810318,2218.735457
III,0.243866,0.000219,98.350396,655.669310
IV,0.186493,0.000167,75.212195,501.414631
