cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839257,0.000591,265.937950,1772.919665
II,0.793213,0.000559,251.347713,1675.651417
III,0.278650,0.000196,88.296562,588.643749
IV,0.130412,0.000092,41.324206,275.494706
