proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8065,7574,3003,1878
2,10000,8074,7611,3110,2000
3,10000,8387,7918,2784,1291
4,10000,8399,7948,2789,1318
5,10000,8684,8227,2926,1859
6,10000,8730,8250,2774,1815
