cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.809353,0.000407,183.026004,1220.173359
II,0.769934,0.000387,174.111711,1160.744740
III,0.292840,0.000147,66.222544,441.483628
IV,0.123939,0.000062,28.027481,186.849876
