cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852788,0.001001,450.478845,3003.192297
II,0.819782,0.000962,433.043371,2886.955810
III,0.274896,0.000323,145.211862,968.079080
IV,0.199362,0.000234,105.311621,702.077471
