process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,528.242241,3521.614939
pass_cut_i_bjet,805,826,854,854,894,912,450.478845,3003.192297
pass_cut_ii_met,763,788,817,826,879,899,433.043371,2886.955810
pass_cut_iii_same_sign_dilepton,261,317,267,283,228,241,145.211862,968.079080
pass_cut_iv_mll,210,251,197,200,196,206,105.311621,702.077471
pass_cut_i_bjet_frac,0.805000,0.826000,0.854000,0.854000,0.894000,0.912000,0.852788,0.852788
pass_cut_ii_met_frac,0.763000,0.788000,0.817000,0.826000,0.879000,0.899000,0.819782,0.819782
pass_cut_iii_same_sign_dilepton_frac,0.261000,0.317000,0.267000,0.283000,0.228000,0.241000,0.274896,0.274896
pass_cut_iv_mll_frac,0.210000,0.251000,0.197000,0.200000,0.196000,0.206000,0.199362,0.199362
