cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847801,0.000905,407.103337,2714.022247
II,0.810354,0.000865,389.121799,2594.145327
III,0.286079,0.000305,137.371595,915.810631
IV,0.162405,0.000173,77.984968,519.899789
