cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.848719,0.003121,1404.549618,9363.664121
II,0.809744,0.002978,1340.049474,8933.663161
III,0.278624,0.001025,461.096542,3073.976944
IV,0.163004,0.000599,269.756201,1798.374672
