proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8124,7638,3004,2148
2,10000,8126,7667,3092,2126
3,10000,8533,8157,2879,1512
4,10000,8575,8170,2919,1505
5,10000,8885,8516,2987,2160
6,10000,8915,8558,2914,2055
