process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,3.075000e+02,1.000000e-01,5.443746e-05,1.726649e-07,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,3.075000e+02,1.000000e-01,4.935729e-05,1.732687e-07,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,3.075000e+02,1.000000e-01,3.251449e-03,9.282113e-06,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,3.075000e+02,1.000000e-01,2.920212e-03,8.835371e-06,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,3.075000e+02,1.000000e-01,2.568422e-07,9.530100e-10,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,3.075000e+02,1.000000e-01,2.396125e-07,8.890748e-10,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
