process,xsec_pb,yield_450fb,yield_3000fb
1,0.000000,0.103785,0.691897
2,0.000000,0.103164,0.687761
3,0.000084,37.614375,250.762503
4,0.000090,40.418640,269.457602
5,0.000000,0.000987,0.006577
6,0.000000,0.000896,0.005971
total,0.000174,78.241847,521.612311
