cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857404,0.001070,481.295233,3208.634889
II,0.814287,0.001016,457.091945,3047.279633
III,0.284198,0.000355,159.531450,1063.542998
IV,0.139384,0.000174,78.241847,521.612311
