proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7983,7497,2971,1901
2,10000,8055,7560,3112,1948
3,10000,8397,7941,2801,1235
4,10000,8492,8027,2835,1347
5,10000,8573,8107,2793,1775
6,10000,8644,8212,2882,1867
