cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844209,0.000591,265.949682,1772.997880
II,0.798179,0.000559,251.448918,1676.326118
III,0.281729,0.000197,88.752633,591.684222
IV,0.128863,0.000090,40.595417,270.636115
