cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.887021,0.000548,246.495324,1643.302159
II,0.859447,0.000531,238.832753,1592.218353
III,0.293907,0.000181,81.674268,544.495123
IV,0.184039,0.000114,51.142751,340.951671
