cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.877370,0.002351,1057.814886,7052.099237
II,0.847193,0.002270,1021.431680,6809.544532
III,0.276403,0.000741,333.249112,2221.660749
IV,0.191116,0.000512,230.422568,1536.150455
