process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,712.615601,4750.770673
pass_cut_i_bjet,807,802,861,850,892,887,609.453627,4063.024183
pass_cut_ii_met,767,758,820,818,864,859,583.191489,3887.943263
pass_cut_iii_same_sign_dilepton,277,313,284,268,295,270,197.202106,1314.680704
pass_cut_iv_mll,212,236,165,155,239,213,114.796826,765.312177
pass_cut_i_bjet_frac,0.807000,0.802000,0.861000,0.850000,0.892000,0.887000,0.855235,0.855235
pass_cut_ii_met_frac,0.767000,0.758000,0.820000,0.818000,0.864000,0.859000,0.818382,0.818382
pass_cut_iii_same_sign_dilepton_frac,0.277000,0.313000,0.284000,0.268000,0.295000,0.270000,0.276730,0.276730
pass_cut_iv_mll_frac,0.212000,0.236000,0.165000,0.155000,0.239000,0.213000,0.161092,0.161092
