cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855235,0.001354,609.453627,4063.024183
II,0.818382,0.001296,583.191489,3887.943263
III,0.276730,0.000438,197.202106,1314.680704
IV,0.161092,0.000255,114.796826,765.312177
