process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,10000,10000,10000,10000,10000,10000,446.054662,2973.697750
pass_cut_i_bjet,8045,8079,8527,8563,8866,8806,380.967755,2539.785035
pass_cut_ii_met,7589,7576,8103,8137,8472,8411,361.997004,2413.313358
pass_cut_iii_same_sign_dilepton,2983,3074,2781,2915,2936,2966,126.930218,846.201455
pass_cut_iv_mll,2087,2128,1414,1478,2120,2109,64.619703,430.798021
pass_cut_i_bjet_frac,0.804500,0.807900,0.852700,0.856300,0.886600,0.880600,0.854083,0.854083
pass_cut_ii_met_frac,0.758900,0.757600,0.810300,0.813700,0.847200,0.841100,0.811553,0.811553
pass_cut_iii_same_sign_dilepton_frac,0.298300,0.307400,0.278100,0.291500,0.293600,0.296600,0.284562,0.284562
pass_cut_iv_mll_frac,0.208700,0.212800,0.141400,0.147800,0.212000,0.210900,0.144869,0.144869
