cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854083,0.000847,380.967755,2539.785035
II,0.811553,0.000804,361.997004,2413.313358
III,0.284562,0.000282,126.930218,846.201455
IV,0.144869,0.000144,64.619703,430.798021
