proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8079,7601,2885,2003
2,10000,8178,7696,3089,2153
3,10000,8552,8137,2896,1527
4,10000,8541,8129,2862,1481
5,10000,8862,8484,2945,2107
6,10000,8778,8379,3013,2173
