cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.854409,0.000201,90.272769,601.818461
II,0.813008,0.000191,85.898570,572.657132
III,0.288056,0.000068,30.434676,202.897838
IV,0.150889,0.000035,15.942235,106.281567
