process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,3.075000e+02,1.000000e+01,5.462486e-05,1.890862e-07,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,3.075000e+02,1.000000e+01,4.910488e-05,1.611676e-07,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,3.075000e+02,1.000000e+01,3.238389e-03,9.355018e-06,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,3.075000e+02,1.000000e+01,2.917816e-03,8.692612e-06,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,3.075000e+02,1.000000e+01,2.564527e-07,8.396078e-10,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,3.075000e+02,1.000000e+01,2.392488e-07,7.832839e-10,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
