process,xsec_pb,yield_450fb,yield_3000fb
1,0.000002,1.034651,6.897675
2,0.000002,0.852362,5.682416
3,0.000062,27.707805,184.718700
4,0.000062,27.816619,185.444127
5,0.000000,0.000910,0.006068
6,0.000000,0.000944,0.006294
total,0.000128,57.413292,382.755280
